CustomerID,Recency,Frequency,Monetary,cluster
12490,5,10,4859.93,2
12491,38,1,424.4,0
12492,63,2,227.21,0
12493,165,2,379.74,1
12494,15,7,1084.1,0
12497,81,1,953.1,0
12498,21,3,349.7,0
12500,23,11,4059.82,2
12501,336,1,2025.39,1
12502,95,5,2995.87,0
12504,18,2,428.05,0
12506,232,1,73.5,1
12507,134,3,1052.81,0
12508,26,2,397.49,0
12509,284,1,158.5,1
12510,142,2,814.57,0
12512,66,2,126.33,0
12513,112,1,558.29,0
12514,267,1,1017.68,1
12515,353,1,278.7,1
12516,77,2,1186.06,0
12517,28,4,2280.36,0
12518,0,5,1840.89,0
12519,63,1,266.84,0
12520,79,5,2346.26,0
12521,142,1,545.68,0
12522,39,2,156.72,0
12523,19,11,1699.77,2
12524,9,8,3945.72,2
12526,0,3,1172.66,0
12527,81,3,330.71,0
12528,9,6,1645.48,0
12530,59,4,1500.28,0
12531,14,1,125.22,0
12532,30,1,313.83,0
12534,130,1,981.18,0
12535,91,2,716.35,0
12536,59,1,4279.71,0
12538,29,1,363.95,0
12539,22,4,5568.35,0
12540,19,17,9370.52,2
12541,29,3,841.18,0
12544,36,1,316.7,0
12545,75,2,832.39,0
12546,46,2,1021.5,0
12547,197,2,151.8,1
12548,166,1,67.2,1
12550,79,1,824.83,0
12551,357,1,168.0,1
12552,39,1,317.82,0
12553,8,10,3278.28,2
12556,50,2,595.41,0
12557,16,5,9370.52,2
12558,7,1,269.96,0
12559,310,2,525.71,1
12560,5,2,1918.01,0
12561,302,1,238.85,1
12562,8,7,3385.74,0
12564,261,1,402.9,1
12565,288,1,145.92,1
12566,86,1,297.65,0
12567,22,10,8609.28,2
12569,2,19,3152.69,2
12571,39,2,519.61,0
12572,8,2,912.42,0
12573,227,1,160.54,1
12574,315,1,182.45,1
12576,35,5,1315.83,0
12577,35,3,591.45,0
12578,21,2,2402.51,0
12579,78,1,386.42,0
12580,246,1,379.7,1
12581,39,1,179.71,0
12582,238,2,351.36,1
12583,2,15,6705.38,2
12584,3,9,2254.15,0
12585,234,2,1824.1,1
12586,17,1,196.94,0
12587,7,1,104.0,0
12588,39,1,174.9,0
12589,28,2,574.68,0
12590,211,1,9341.26,2
12591,317,1,368.85,1
12592,92,2,401.6,0
12593,108,3,382.1,0
12594,37,9,3208.22,2
12596,51,2,450.27,0
12597,19,4,3195.22,0
12598,9,7,2807.08,0
12599,29,7,888.58,0
12600,28,10,2311.04,2
12601,189,5,487.06,1
12602,58,1,153.12,0
12603,21,1,613.2,0
12604,79,2,236.18,0
12607,60,1,1579.51,0
12609,78,3,964.85,0
12610,22,4,1747.54,0
12611,52,1,1193.32,0
12612,74,1,668.04,0
12613,57,4,3092.38,0
12614,277,1,315.6,1
12615,2,4,2093.19,0
12616,95,2,641.3,0
12617,29,1,350.43,0
12618,21,1,137.31,0
12619,16,8,2945.56,0
12620,14,3,1303.41,0
12621,1,19,9370.52,2
12622,232,1,162.1,1
12623,276,1,269.1,1
12624,106,2,569.13,0
12625,211,2,2413.82,1
12626,23,9,5954.48,2
12627,10,6,4082.53,0
12628,4,3,732.46,0
12630,9,2,1030.88,0
12631,57,1,480.5,0
12633,58,4,1929.98,0
12635,89,2,1509.18,0
12637,67,8,5785.9,2
12638,33,1,511.69,0
12639,238,1,366.1,1
12640,23,3,994.58,0
12641,115,1,145.9,0
12642,25,3,905.26,0
12643,128,6,3041.64,0
12644,129,1,477.91,0
12645,33,4,1631.18,0
12646,4,2,1346.97,0
12647,22,12,3146.82,2
12648,154,1,300.05,1
12649,107,3,569.51,0
12650,3,1,242.44,0
12651,334,1,114.0,1
12652,331,1,793.98,1
12653,148,2,2209.85,0
12654,10,5,529.98,0
12656,17,5,3619.17,0
12657,11,4,1427.18,0
12658,18,1,632.05,0
12659,29,1,73.68,0
12660,11,1,227.1,0
12662,0,11,3543.78,2
12664,8,9,4391.88,2
12665,324,1,45.0,1
12667,58,1,460.13,0
12668,11,4,3177.15,0
12669,150,2,1427.73,0
12670,10,5,2744.05,0
12672,329,1,225.9,1
12673,5,2,574.52,0
12674,38,4,1844.6,0
12676,24,6,1091.39,0
12678,42,9,9370.52,2
12679,58,4,951.02,0
12680,0,4,790.81,0
12681,14,19,9370.52,2
12682,3,19,9370.52,2
12683,4,14,7612.57,2
12684,7,6,2073.63,0
12685,28,6,2575.08,0
12686,371,1,71.14,1
12688,113,1,4873.81,0
12689,25,2,1139.61,0
12690,205,1,335.01,1
12691,28,5,927.8,0
12693,127,4,711.91,0
12694,70,2,761.67,0
12695,7,4,582.1,0
12697,28,3,757.59,0
12700,7,4,4525.99,0
12701,79,2,725.71,0
12702,19,1,201.0,0
12703,71,1,265.55,0
12704,7,8,1740.84,0
12705,15,8,6382.29,2
12707,291,1,603.42,1
12708,29,10,2442.91,2
12709,15,15,9370.52,2
12710,96,3,1023.02,0
12712,28,13,3928.13,2
12713,0,1,794.55,0
12714,9,5,4294.86,0
12715,106,1,252.86,0
12716,3,2,963.49,0
12717,151,2,830.98,0
12718,71,1,202.25,0
12719,5,2,572.95,0
12720,2,19,5115.73,2
12721,31,6,2386.13,0
12722,85,4,979.63,0
12723,3,5,707.07,0
12724,5,4,923.41,0
12725,371,1,371.8,1
12726,28,7,2411.1,0
12727,10,7,3440.7,0
12728,71,4,728.33,0
12729,113,1,417.01,0
12731,23,12,9370.52,2
12732,179,1,218.26,1
12733,234,1,383.95,1
12734,352,1,110.4,1
12735,315,2,689.57,1
12736,332,1,144.0,1
12738,372,1,137.35,1
12739,99,1,975.54,0
12740,63,1,427.6,0
12743,134,2,533.83,0
12744,56,4,9120.39,2
12747,2,11,4196.01,2
12748,0,19,9370.52,2
12749,3,5,4040.88,0
12750,128,1,275.88,0
12752,81,1,4366.78,0
12753,22,6,9370.52,2
12754,235,3,3010.74,1
12755,280,2,3811.95,1
12756,86,1,112.08,0
12757,15,9,4156.85,2
12758,116,2,2791.59,0
12759,52,3,1411.44,0
12762,7,2,1702.52,0
12763,138,2,494.08,0
12764,316,1,1693.88,1
12766,3,7,6457.63,2
12769,238,1,1143.6,1
12770,210,1,1351.45,1
12772,59,1,752.47,0
12775,17,5,1281.04,0
12778,19,6,693.23,0
12779,37,8,3981.36,2
12781,63,2,786.74,0
12782,4,5,1938.92,0
12783,2,4,1295.87,0
12784,15,1,435.22,0
12785,364,1,255.95,1
12787,9,3,418.66,0
12789,65,1,76.85,0
12790,192,1,294.92,1
12791,373,1,177.6,1
12792,256,1,344.54,1
12793,334,2,461.48,1
12794,53,2,860.41,0
12795,18,1,318.48,0
12797,365,1,226.03,1
12798,10,3,6977.04,2
12802,186,1,397.58,1
12808,36,3,455.65,0
12809,177,1,405.31,1
12811,261,2,458.85,1
12812,44,1,229.64,0
12814,101,1,85.92,0
12815,147,2,863.46,0
12816,95,2,452.2,0
12817,281,1,126.04,1
12818,261,1,1182.08,1
12820,3,4,942.34,0
12821,214,1,92.72,1
12822,70,2,948.88,0
12823,74,5,1759.5,0
12824,59,1,397.12,0
12826,2,7,1474.72,0
12827,5,3,430.15,0
12828,2,6,1018.71,0
12829,336,2,293.0,1
12830,37,6,6814.64,2
12831,262,1,215.05,1
12832,32,2,383.03,0
12833,145,1,417.38,0
12834,282,1,312.38,1
12836,59,4,2607.86,0
12837,173,1,134.1,1
12838,33,2,660.77,0
12839,2,14,5591.42,2
12840,143,4,2726.77,0
12841,4,19,3961.65,2
12842,70,2,1118.99,0
12843,65,8,1702.26,0
12844,29,2,325.96,0
12845,267,4,354.09,1
12847,22,1,815.74,0
12849,31,2,952.05,0
12851,96,1,128.65,0
12852,294,1,311.55,1
12853,134,6,1957.1,0
12854,78,3,1308.0,0
12855,372,1,38.1,1
12856,7,6,2161.63,0
12857,210,2,1106.4,1
12863,52,1,521.2,0
12864,138,1,147.12,0
12865,26,2,1568.23,0
12866,283,1,499.12,1
12867,26,7,3981.86,2
12868,185,6,1607.06,1
12871,84,2,380.64,0
12872,326,2,599.97,1
12873,282,1,374.0,1
12875,143,2,343.23,0
12876,57,2,2053.02,0
12877,3,12,1535.77,2
12878,236,2,854.99,1
12879,44,3,573.22,0
12881,275,1,298.0,1
12882,9,2,1463.04,0
12883,24,4,703.47,0
12884,88,1,309.05,0
12885,63,3,1175.22,0
12886,67,2,1378.4,0
12888,214,2,354.12,1
12890,24,1,372.97,0
12891,185,3,331.0,1
12893,30,1,164.96,0
12895,42,2,372.8,0
12897,204,2,216.5,1
12901,8,19,9370.52,2
12902,264,1,138.68,1
12904,18,2,482.54,0
12906,11,5,2919.81,0
12908,176,2,750.0,1
12909,39,5,2178.67,0
12910,23,8,3075.04,0
12912,2,5,1662.3,0
12913,4,5,2483.63,0
12915,148,2,363.65,0
12916,138,4,2883.75,0
12917,128,1,594.0,0
12919,8,6,1335.19,0
12920,17,1,161.33,0
12921,9,19,9370.52,2
12922,161,1,405.38,1
12923,64,1,167.42,0
12924,88,4,925.75,0
12925,4,2,694.05,0
12928,35,5,2062.7,0
12929,311,1,117.85,1
12930,78,2,415.8,0
12931,21,15,9370.52,2
12933,24,3,607.53,0
12935,2,7,2160.7,0
12936,17,4,1063.9,0
12937,15,4,1504.27,0
12938,25,1,114.14,0
12939,64,8,9370.52,2
12940,54,2,885.84,0
12942,131,3,667.3,0
12944,35,2,604.51,0
12945,288,1,462.95,1
12947,143,6,1603.99,0
12948,16,7,2064.95,0
12949,30,8,4167.22,2
12950,2,3,1843.0,0
12951,8,6,1064.07,0
12952,5,4,1387.79,0
12953,9,1,329.85,0
12955,1,11,4757.16,2
12956,306,1,108.07,1
12957,9,8,4017.54,2
12962,7,2,266.39,0
12963,8,8,1856.63,0
12965,89,1,767.71,0
12966,9,1,160.18,0
12967,358,2,1660.9,1
12968,112,1,135.95,0
12970,7,4,359.96,0
12971,3,19,9370.52,2
12974,197,1,144.8,1
12976,211,1,738.6,1
12977,156,1,39.24,1
12980,157,9,7374.9,2
12981,29,2,372.22,0
12982,242,1,390.54,1
12984,18,1,97.5,0
12985,0,2,1239.38,0
12987,73,2,558.7,0
12988,292,1,478.82,1
12989,3,15,6924.11,2
12990,31,3,409.5,0
12991,23,2,503.76,0
12993,23,4,414.76,0
12994,4,3,974.42,0
12995,85,1,211.32,0
12997,22,4,1226.89,0
12999,196,3,455.88,1
13000,106,3,534.85,0
13001,4,13,9370.52,2
13002,318,1,120.95,1
13003,105,3,149.05,0
13004,11,18,5655.91,2
13005,173,2,513.7,1
13006,56,1,81.57,0
13008,323,1,229.47,1
13011,372,1,50.55,1
13012,9,8,1631.84,0
13013,1,13,4810.94,2
13014,10,10,3466.28,2
13015,53,5,3333.0,0
13016,73,3,789.89,0
13017,7,1,204.0,0
13018,16,19,7277.7,2
13021,4,9,2616.38,0
13023,64,2,599.9,0
13026,1,5,975.36,0
13027,113,6,6912.0,2
13028,22,2,661.32,0
13029,30,3,1247.5,0
13030,11,2,705.4,0
13032,52,2,1010.18,0
13033,357,1,190.55,1
13034,54,2,642.77,0
13035,73,2,921.88,0
13037,138,3,881.07,0
13038,80,3,908.46,0
13040,8,2,676.99,0
13043,273,1,516.42,1
13044,291,1,560.47,1
13045,99,1,305.28,0
13046,30,2,629.31,0
13047,56,9,3232.59,2
13048,14,4,1802.91,0
13049,64,2,656.68,0
13050,14,17,5833.11,2
13052,212,1,348.15,1
13055,78,3,1214.41,0
13058,24,3,271.4,0
13059,249,1,183.4,1
13060,253,1,307.53,1
13061,72,1,248.61,0
13062,191,1,346.98,1
13064,12,4,1091.69,0
13065,373,1,205.86,1
13066,24,2,470.8,0
13067,82,1,115.46,0
13068,10,2,344.0,0
13069,0,19,4426.76,2
13070,192,1,228.8,1
13072,266,1,177.15,1
13075,129,1,919.61,0
13077,1,4,726.77,0
13078,3,19,9370.52,2
13079,4,5,220.1,0
13080,179,1,58.08,1
13081,11,11,9370.52,2
13082,126,9,3613.63,2
13083,4,2,303.75,0
13085,157,2,416.08,1
13089,2,19,9370.52,2
13090,8,13,8895.82,2
13091,28,1,345.82,0
13092,70,5,477.83,0
13093,275,8,7832.47,2
13094,21,12,1927.32,2
13095,70,1,74.4,0
13097,32,10,5996.02,2
13098,1,19,9370.52,2
13099,99,1,207.36,0
13101,234,1,101.19,1
13102,1,19,6424.09,2
13103,39,1,243.94,0
13104,3,6,1098.48,0
13106,133,1,76.5,0
13107,44,4,1531.62,0
13108,372,1,350.06,1
13109,59,2,786.54,0
13110,31,7,1488.67,0
13113,0,19,9370.52,2
13115,11,4,2294.78,0
13116,138,1,501.14,0
13117,21,8,984.91,0
13118,19,5,1197.81,0
13120,238,1,30.6,1
13121,269,1,283.73,1
13122,94,2,922.39,0
13124,89,3,3676.28,0
13126,4,8,2099.64,0
13127,77,1,259.17,0
13130,94,1,64.0,0
13131,23,3,1073.3,0
13132,261,1,77.3,1
13133,273,2,109.8,1
13134,85,4,1793.58,0
13135,196,1,3096.0,1
13136,56,5,2607.61,0
13137,10,8,3556.17,2
13138,22,6,962.39,0
13139,16,7,5064.94,2
13140,108,3,421.22,0
13141,84,5,2388.75,0
13142,19,1,307.09,0
13144,332,1,110.95,1
13145,39,4,618.52,0
13146,26,1,228.91,0
13147,10,4,712.8,0
13148,29,12,3659.4,2
13149,14,4,1676.06,0
13151,295,1,1257.87,1
13153,5,1,486.22,0
13155,33,4,971.76,0
13157,49,4,1741.22,0
13158,94,4,1201.06,0
13159,8,4,1420.85,0
13160,22,1,91.8,0
13161,313,1,112.75,1
13162,122,4,1688.29,0
13165,46,2,1021.48,0
13166,283,1,417.2,1
13167,18,4,779.33,0
13168,36,4,1279.99,0
13169,63,2,712.88,0
13170,26,1,101.61,0
13171,21,3,468.41,0
13173,4,2,353.65,0
13174,16,3,2672.51,0
13176,46,1,472.69,0
13177,64,1,282.45,0
13178,26,11,5725.47,2
13182,45,1,121.18,0
13183,7,9,3957.78,2
13184,14,10,1635.61,0
13185,267,1,71.4,1
13186,39,3,1575.89,0
13187,337,1,236.02,1
13188,11,1,114.6,0
13189,18,2,260.68,0
13192,95,2,911.94,0
13193,61,1,106.28,0
13194,135,1,60.7,0
13196,11,4,1797.78,0
13198,10,6,3401.24,0
13199,3,19,9370.52,2
13200,19,4,870.09,0
13203,9,4,869.46,0
13207,15,2,250.26,0
13208,59,5,1186.92,0
13209,30,8,5891.61,2
13210,93,1,353.48,0
13211,10,3,993.42,0
13212,19,3,785.58,0
13213,56,5,1520.58,0
13216,267,1,333.74,1
13217,122,3,533.98,0
13218,127,1,62.64,0
13220,78,4,819.29,0
13221,240,2,844.86,1
13223,200,2,163.2,1
13224,60,2,2152.95,0
13225,3,7,6463.84,2
13226,273,1,108.21,1
13227,201,1,257.7,1
13228,81,1,358.0,0
13229,225,1,160.95,1
13230,4,14,2704.29,2
13232,12,7,1298.5,0
13233,74,2,605.12,0
13235,212,1,1031.07,1
13236,24,2,744.85,0
13238,17,4,700.73,0
13239,261,1,329.56,1
13240,96,4,648.7,0
13242,112,3,270.4,0
13243,203,1,570.17,1
13244,92,1,121.74,0
13245,50,1,430.5,0
13246,18,6,1935.74,0
13247,17,4,501.12,0
13248,124,2,465.68,0
13249,92,3,711.41,0
13253,156,2,1030.4,1
13255,9,2,399.51,0
13258,11,3,647.08,0
13259,61,1,274.04,0
13260,61,1,557.62,0
13261,268,2,944.1,1
13262,263,1,200.29,1
13263,1,19,7394.57,2
13265,53,5,2077.66,0
13266,11,12,3834.26,2
13267,2,19,4521.49,2
13268,17,10,3112.77,2
13269,1,15,5340.33,2
13270,366,1,590.0,1
13271,37,1,205.6,0
13272,31,2,276.56,0
13273,113,1,138.98,0
13276,63,2,590.93,0
13277,15,4,258.4,0
13278,40,1,542.73,0
13279,78,1,137.75,0
13280,122,3,782.06,0
13282,18,3,1132.14,0
13283,59,2,93.66,0
13284,330,1,201.19,1
13285,23,4,2709.12,0
13291,155,1,361.11,1
13292,38,2,578.94,0
13294,189,2,873.74,1
13295,359,1,201.2,1
13296,137,1,87.4,0
13297,7,4,2089.85,0
13298,1,1,360.0,0
13299,268,1,142.5,1
13300,169,1,371.89,1
13301,103,4,600.19,0
13302,155,1,63.75,1
13304,351,1,300.42,1
13305,4,10,2000.86,0
13307,120,1,15.0,0
13308,22,3,1385.51,0
13309,7,5,1456.79,0
13310,28,3,1132.03,0
13311,4,2,598.57,0
13313,22,5,1555.32,0
13314,1,3,775.94,0
13316,37,4,5488.13,0
13317,66,6,2273.68,0
13318,1,3,640.76,0
13319,5,19,9370.52,2
13320,78,4,1515.7,0
13321,72,2,567.36,0
13322,17,1,199.48,0
13323,3,5,787.85,0
13324,36,10,7121.95,2
13325,81,1,675.3,0
13327,38,8,3627.77,2
13328,316,1,1308.48,1
13329,31,2,789.0,0
13330,92,3,1140.93,0
13332,14,1,350.9,0
13334,82,3,3467.82,0
13336,77,1,795.12,0
13338,157,1,437.02,1
13339,200,1,860.12,1
13340,45,7,9370.52,2
13341,260,1,775.85,1
13343,177,1,303.43,1
13344,67,3,2486.3,0
13345,287,1,339.5,1
13347,70,1,291.36,0
13348,64,1,233.76,0
13349,10,1,197.32,0
13350,16,2,879.12,0
13351,66,1,323.94,0
13352,60,1,347.98,0
13354,71,1,743.53,0
13355,122,1,674.7,0
13356,80,1,768.24,0
13357,257,1,608.85,1
13358,268,1,389.03,1
13359,63,1,389.56,0
13362,9,4,3090.74,0
13363,17,2,892.5,0
13364,71,1,134.96,0
13365,33,2,2225.37,0
13366,50,1,56.16,0
13368,256,2,573.4,1
13369,365,1,258.28,1
13370,371,1,754.87,1
13372,89,1,328.64,0
13373,60,3,3312.25,0
13375,88,1,778.65,0
13376,99,3,869.76,0
13379,26,3,572.56,0
13381,31,6,3639.31,0
13382,280,1,222.99,1
13384,30,7,4151.93,2
13385,329,1,534.57,1
13388,131,2,677.1,0
13389,11,3,797.96,0
13390,74,1,544.08,0
13391,203,1,59.8,1
13394,1,8,2520.02,0
13395,185,1,307.72,1
13396,29,2,1360.99,0
13397,72,5,1544.13,0
13398,192,1,457.34,1
13402,127,2,621.23,0
13403,17,1,75.0,0
13404,1,2,252.49,0
13405,204,2,557.45,1
13408,1,19,9370.52,2
13410,24,5,1003.06,0
13411,107,1,213.55,0
13414,133,3,1390.5,0
13416,43,2,712.5,0
13417,4,2,640.83,0
13418,11,18,6127.43,2
13419,63,1,221.06,0
13420,149,2,159.85,0
13421,40,2,1805.84,0
13422,64,1,2626.3,0
13425,108,3,1624.21,0
13426,0,10,3641.32,2
13427,19,3,582.6,0
13428,10,1,185.09,0
13429,10,4,1006.8,0
13430,18,2,679.45,0
13431,67,2,1269.1,0
13434,74,2,534.24,0
13435,5,7,3809.89,0
13436,1,1,196.89,0
13437,14,7,3408.06,0
13439,255,1,283.71,1
13441,91,1,296.64,0
13447,23,3,1129.14,0
13448,16,6,3530.01,0
13449,23,1,291.88,0
13450,26,6,2043.72,0
13451,26,5,2820.37,0
13452,259,2,590.0,1
13453,165,2,356.98,1
13455,24,2,1058.34,0
13456,17,6,1766.72,0
13458,7,14,9370.52,2
13460,29,2,183.44,0
13461,38,3,1445.0,0
13462,252,1,151.5,1
13464,58,1,674.68,0
13466,184,1,307.9,1
13467,10,2,1060.11,0
13468,1,19,5704.97,2
13470,99,2,165.0,0
13471,1,4,2472.1,0
13473,60,2,422.64,0
13474,236,1,224.09,1
13475,191,4,1431.78,1
13476,178,2,1238.47,1
13477,37,6,1454.58,0
13479,200,2,300.95,1
13481,45,5,1804.56,0
13482,232,1,184.64,1
13483,65,1,140.34,0
13484,241,1,313.8,1
13485,233,1,454.24,1
13486,78,3,1122.41,0
13487,57,3,575.4,0
13488,17,13,8968.31,2
13489,105,4,449.52,0
13491,51,10,1215.82,0
13492,136,3,1269.84,0
13493,275,2,498.63,1
13494,311,1,316.26,1
13495,7,5,2044.87,0
13496,10,2,653.33,0
13497,282,2,348.05,1
13499,17,5,1159.11,0
13500,23,3,1166.77,0
13501,288,1,1340.32,1
13502,16,3,292.0,0
13503,71,1,216.85,0
13504,64,1,295.93,0
13505,72,4,3633.63,0
13506,316,2,458.52,1
13507,3,4,2479.16,0
13508,243,1,110.97,1
13509,8,6,964.72,0
13510,1,4,1791.56,0
13512,260,1,251.21,1
13513,126,1,205.1,0
13514,73,1,152.2,0
13515,72,4,891.12,0
13516,21,3,1389.41,0
13517,59,3,2128.42,0
13518,85,1,594.88,0
13519,78,1,122.75,0
13520,58,6,2984.35,0
13521,1,3,1050.21,0
13522,30,1,125.8,0
13523,33,5,3964.88,0
13524,40,5,680.18,0
13525,14,2,628.78,0
13527,33,7,2197.21,0
13529,78,2,307.76,0
13531,205,2,483.8,1
13532,33,1,210.31,0
13533,182,3,267.39,1
13534,2,19,5870.08,2
13536,1,7,3440.49,0
13538,43,7,1280.85,0
13539,85,3,631.34,0
13544,39,2,263.23,0
13546,12,3,615.19,0
13548,96,2,673.91,0
13549,25,7,918.2,0
13551,319,1,91.8,1
13552,66,12,3740.07,2
13555,73,4,4048.48,0
13557,28,2,584.06,0
13558,5,4,583.98,0
13560,7,1,168.47,0
13561,215,1,141.86,1
13562,81,3,1799.33,0
13563,84,2,777.53,0
13564,354,2,1149.68,1
13565,19,2,240.22,0
13566,40,2,843.12,0
13568,173,1,181.25,1
13569,17,2,309.49,0
13570,243,1,239.49,1
13571,12,12,2085.56,2
13572,205,1,1384.25,1
13573,50,2,286.1,0
13575,23,5,732.07,0
13576,10,18,6717.34,2
13577,25,4,1687.6,0
13579,14,2,467.04,0
13581,309,1,118.0,1
13583,155,1,781.03,1
13584,306,1,142.4,1
13587,63,1,712.4,0
13588,15,9,2478.95,0
13589,14,2,379.65,0
13590,11,6,1981.92,0
13591,64,3,1117.13,0
13592,35,4,247.96,0
13593,108,5,1986.68,0
13594,52,1,396.97,0
13596,5,2,632.98,0
13598,47,1,139.91,0
13599,1,19,5146.17,2
13600,312,1,219.52,1
13601,45,2,693.32,0
13602,64,1,428.89,0
13603,26,1,164.34,0
13606,29,3,272.96,0
13607,40,1,673.01,0
13610,12,7,1032.78,0
13611,89,3,1137.0,0
13614,24,4,1560.46,0
13615,318,1,417.69,1
13617,40,3,544.18,0
13618,173,1,177.34,1
13621,116,1,213.85,0
13623,30,5,707.7,0
13626,252,1,257.23,1
13627,59,5,1638.47,0
13629,23,11,7792.36,2
13630,5,7,2031.78,0
13631,99,11,3070.42,2
13632,24,5,2116.59,0
13634,33,5,1519.56,0
13635,67,1,1071.03,0
13636,36,5,949.12,0
13637,52,3,796.85,0
13638,15,1,122.64,0
13639,74,1,1033.34,0
13642,215,1,275.71,1
13643,31,3,519.44,0
13644,16,4,2624.26,0
13645,120,1,252.1,0
13647,9,4,1618.12,0
13649,256,2,346.6,1
13650,16,6,1836.34,0
13651,39,1,79.2,0
13652,45,3,1095.08,0
13654,43,6,2707.33,0
13655,114,2,932.97,0
13656,164,2,379.65,1
13657,10,2,382.14,0
13658,9,5,2639.17,0
13659,205,2,1552.8,1
13662,85,3,864.76,0
13663,179,1,189.47,1
13666,60,3,84.65,0
13667,149,1,293.08,1
13668,2,19,6256.07,2
13669,50,2,218.55,0
13670,75,1,349.7,0
13672,301,2,186.39,1
13673,18,2,377.96,0
13675,151,2,486.82,0
13678,151,1,232.6,1
13680,1,4,3715.82,0
13681,17,4,827.83,0
13682,187,1,59.5,1
13684,285,1,63.03,1
13685,2,7,3119.44,0
13686,182,1,72.0,1
13689,63,1,910.0,0
13690,59,1,172.25,0
13692,24,3,1488.32,0
13694,3,19,9370.52,2
13695,31,15,2504.13,2
13697,38,1,151.3,0
13699,155,1,308.58,1
13700,26,10,2232.14,2
13703,318,1,99.5,1
13704,5,9,2308.06,0
13705,7,3,711.86,0
13706,302,1,330.79,1
13707,267,2,806.41,1
13708,271,1,271.78,1
13709,3,13,6287.25,2
13710,31,1,180.48,0
13711,218,2,252.06,1
13712,246,1,228.84,1
13715,281,5,1075.44,1
13716,269,1,138.28,1
13717,32,6,1445.01,0
13718,246,2,306.55,1
13719,15,5,1041.68,0
13720,116,4,799.9,0
13721,36,1,524.14,0
13722,131,3,2375.41,0
13723,217,1,199.85,1
13725,49,8,1980.56,0
13726,38,2,1079.66,0
13727,28,2,333.48,0
13728,36,6,1016.14,0
13730,135,2,752.6,0
13731,219,2,610.59,1
13732,28,1,491.86,0
13735,24,4,2881.84,0
13736,5,2,727.7,0
13737,200,1,339.6,1
13739,18,1,216.9,0
13740,240,1,350.75,1
13741,71,3,668.43,0
13742,16,12,3084.72,2
13743,2,7,1341.6,0
13744,95,2,1004.68,0
13745,162,1,300.04,1
13747,373,1,79.6,1
13748,95,5,948.25,0
13750,53,5,1647.26,0
13751,288,1,296.25,1
